"","STATIONID","mean_CPUE","var_CPUE","lat","long","mean_var"
"25","D-02",2645.81907913634,33880.7674675146,745411.867678527,-805175.140268058,7034239.36698938
"26","D-03",2618.59269880749,47190.5759146523,737679.972320596,-768264.31648655,6904218.29816255
"27","D-04",4202.87760572954,219615.931126668,730773.085644362,-730721.587779307,17883796.0998695
"28","D-05",3747.45578704284,285589.56576034,723813.593920417,-693404.923743766,14329014.4416012
"29","D-06",2958.37678649594,234156.840634532,718042.134006987,-657028.047467437,8986150.05151258
"30","D-07",1649.02059004724,27415.4114618404,712533.191098679,-621324.01735783,2746684.31786159
"31","D-08",1354.75360482022,17572.9187407014,707227.241758678,-583439.046629876,1852930.24851408
"32","D-09",1658.95056440954,20420.854064396,701891.506426072,-547735.406189498,2772537.82921913
"33","D-10",1297.63248600979,22392.0544788538,698021.032573203,-512453.980551665,1706242.12322681
"34","D-18",1403.47922315471,30672.1612431976,759972.390610207,-879561.224142956,2000426.09107015
"35","E-01",2013.53040251491,21230.7908919796,789254.759842949,-836975.246594542,4075535.47274385
"36","E-02",2549.84351664012,46222.5744691251,781222.916428737,-799945.014406124,6547924.53382076
"37","E-03",3927.12256866828,175205.950840831,774359.632852284,-762163.562378523,15597497.6201846
"38","E-04",5313.55081492614,810326.418467117,767108.178895775,-725218.348926607,29044148.6812694
"39","E-05",4178.56478436376,796136.729675688,761384.226830661,-688063.452427905,18256540.3868006
"40","E-06",3421.96330833114,463984.542444979,754916.1385632,-650812.374867168,12173817.4260096
"41","E-07",1654.71312450271,72543.8806209156,749687.234067963,-614969.981867796,2810619.40502245
"42","E-08",1863.60606990217,56808.8368778815,743263.031034451,-579079.149648246,3529836.42065409
"43","E-09",2579.0726853628,68971.794892811,738780.331272121,-541598.221038324,6720587.71127731
"44","E-10",2017.01602358224,36340.1200977322,734558.926888254,-504724.789883877,4104693.75948525
"45","E-11",1020.33423196987,15189.2376225923,729304.967415891,-469112.121509933,1056271.18255214
"46","E-12",931.201494666801,15277.0387571735,725612.706887628,-430591.249507598,882413.262426858
"47","E-18",663.489801563779,53186.0200009282,796587.673964131,-872713.346959143,493404.736780071
"48","E-19",1186.36543041184,12728.1138864047,805306.181500424,-910464.092291173,1420191.04836267
"49","E-20",300.638425142588,10000.7074441597,817354.216579001,-945127.861753335,100384.170116375
"50","E-21",2093.63969993438,50525.654713202,822711.850605785,-982126.854066763,4433852.84785453
"51","E-22",1279.97422565571,12250.6357631565,831735.052359939,-1018786.48514851,1650584.65410609
"52","F-01",1769.00927495371,115231.491889245,825915.430738482,-830568.663964685,3244625.30676149
"53","F-02",5321.42688504559,2381241.21867285,818253.815113637,-794456.151767828,30698825.3115589
"54","F-03",1835.79984223701,333136.920510642,810926.279181069,-756541.660004368,3703297.98126809
"55","F-04",2237.32882897615,359266.430677974,803693.273858731,-721203.453782398,5364906.71964576
"56","F-05",2061.15004567493,102520.818954112,798118.696539579,-682920.487542271,4350860.32973989
"57","F-06",2314.0751197358,126865.536484914,792170.90079232,-645665.447648307,5481809.19626518
"58","F-07",1864.86369488268,154888.158063971,785655.768386491,-609632.291394431,3632604.75855547
"59","F-08",1395.13077083459,39350.3678736753,780142.539766407,-572436.202158999,1985740.23560318
"60","F-09",1088.79523894165,13793.5688794466,775480.727976114,-535932.868909741,1199268.64122146
"61","F-10",1345.58911429769,9175.72849808757,771278.128669009,-499404.516793548,1819785.79301453
"62","F-11",2611.44654217029,205144.403215889,766159.714935202,-463067.090442311,7024797.44582906
"63","F-12",783.825325534033,8520.50702068066,762363.413034849,-426280.467566402,622902.647969214
"64","F-13",454.850834077602,4455.89107346474,758754.830513959,-388947.740767528,211345.172334555
"65","F-14",375.797275661976,4941.63539781929,756333.307414948,-350721.985253903,146165.227792782
"66","F-18",2182.11312831644,1014624.90038658,833152.536134094,-867988.413805714,5776242.60515753
"67","F-19",3971.44756475242,2268396.49309733,841998.076165468,-904494.048660037,18040792.2526752
"68","F-20",1520.4142178436,425583.012404715,850652.392388863,-940200.586391871,2737242.40622567
"69","F-21",4623.98283465629,905913.018259594,858961.267589796,-977072.548148789,22287130.2734557
"70","F-22",1727.62093689917,83306.4622519291,868130.403353522,-1013032.58912714,3067980.56386429
"71","F-23",1472.02535691968,84744.4738318673,877970.355171538,-1049727.47873924,2251603.12524637
"72","F-24",492.409247974461,9824.52575404982,887856.770393249,-1085368.63971127,252291.393244824
"73","F-25",474.130997810007,3027.28635202345,898093.400050209,-1121216.09267288,227827.489436336
"74","G-01",2252.1785582224,273180.134877705,862576.308229027,-824858.610535353,5345488.39299442
"75","G-02",2660.08408490228,162920.662858216,854692.947163963,-788839.850933421,7238968.00160863
"76","G-03",4499.64457963905,400005.821717366,848008.915862285,-751229.333003525,20646807.1647924
"77","G-04",2210.87046848508,106204.042676868,840471.294459791,-714736.239839994,4994152.2710963
"78","G-05",1296.35185776144,48019.1356969061,834655.303465728,-677089.79423966,1728547.27481844
"79","G-06",2375.96419344834,177081.057697605,828507.375313785,-640590.986192751,5822286.90624622
"80","G-07",2582.12035783916,602653.057353313,823186.931549816,-604635.825983607,7269998.59972073
"81","G-08",928.734731010277,13218.3232526679,817221.812431694,-567633.571289599,875766.523837399
"82","G-09",832.64525593142,12728.9149220935,812262.954834733,-531205.44259155,706027.037147193
"83","G-10",1111.80763177362,12262.690583194,808286.318049497,-493906.152908242,1248378.90065326
"84","G-11",1338.61177665879,25535.1767151327,802781.422229327,-457739.204190104,1817416.66532473
"85","G-12",1334.66821575674,76544.317772313,798573.548139914,-420706.003622378,1857883.5639236
"86","G-13",546.414772678282,4795.05525651628,795475.169887284,-383287.848662936,303364.159057575
"87","G-14",320.101235883971,2569.27493023582,792099.264673792,-345305.695062104,105034.076144681
"88","G-15",16.4554950069206,34.8613154734242,789127.662034755,-310257.169989834,305.644631396213
"89","G-18",1270.96549286623,98120.4883482955,870611.307210762,-862861.343385106,1713473.772405
"90","G-19",1448.79391196863,223022.042220298,878909.549563418,-899192.274306057,2322025.84157767
"91","G-20",116.566061647814,341.598182979901,886570.162638827,-934832.198284807,13929.244911062
"92","G-21",5756.80830355275,3363468.03286493,896025.138224679,-971111.909620294,36504309.8767188
"93","G-22",2688.58432821456,173940.011223802,904840.513929077,-1006764.71107233,7402425.70114473
"94","G-23",1562.10441082642,88012.3143250896,914666.307286851,-1042765.52916229,2528182.50464843
"95","G-24",941.320009545347,18756.6985338166,924662.987247616,-1079900.92303113,904840.058904268
"96","G-25",2304.08691619214,444016.436369145,934284.236376956,-1116131.6213391,5752832.95373697
"97","G-26",1036.93310803942,22724.5175418615,945070.038611528,-1150668.98138446,1097954.78809016
"98","H-01",2730.87699110819,317613.480126248,899109.338090249,-819464.381738097,7775302.62069036
"99","H-02",1772.55629908829,84497.9590735675,891627.745580443,-783166.92622934,3226453.79251115
"100","H-03",1033.75685925473,19040.9483723004,884705.516191912,-745654.858713797,1087694.19242851
"101","H-04",518.550426229854,7174.26634002737,877557.833048092,-709153.786681759,276068.810883191
"102","H-05",507.599706577707,14322.5437933285,871422.186234567,-671740.64990376,271980.005911103
"103","H-06",478.991059352201,6804.77252692862,865187.216835574,-635044.447149663,236237.207466273
"104","H-07",455.051208194926,6628.60112962932,859105.245108507,-598551.944456517,213700.203209291
"105","H-08",458.543576184312,2960.38761452377,853897.425848224,-561824.89937647,213222.598874422
"106","H-09",575.334923523679,7088.95668839584,849302.136271218,-525163.222720516,338099.230914394
"107","H-10",859.832128377543,6914.58073663319,845021.33576977,-488219.443629861,746225.869726889
"108","H-11",1149.11238131912,19669.2473864213,839284.37281498,-452033.83687135,1340128.51228731
"109","H-12",677.557785510648,7736.43960340505,835776.446269557,-415764.874769547,466820.992309499
"110","H-13",370.504785632684,3279.53628968198,832667.126871868,-377666.104134055,140553.332466403
"111","H-14",276.868945201863,2333.95522090354,829225.641115389,-340023.974799993,78990.3680380957
"112","H-15",63.8116360044319,243.494464307098,825654.720398308,-304199.259259635,4315.41935386921
"113","H-16",11.7710866352828,19.7318864296472,822513.24330611,-264969.205284348,158.29036700498
"114","H-18",594.698198835695,42797.0830822427,907310.195403371,-856692.669334925,396463.030780662
"115","H-19",435.836560029102,28130.6673849319,915749.577161492,-892722.34583722,218084.174442933
"116","H-20",353.109078112419,7219.93258522776,923741.642185354,-928763.147775399,131905.95363063
"117","H-21",8.05257199646326,28.7735201968942,932533.030091656,-965038.258234704,93.6174359551184
"118","H-22",6435.90642874804,2848894.1521152,942892.398705662,-1001417.65450994,44269785.7117156
"119","H-23",2197.69489570476,92433.9339540113,951548.95269447,-1036772.66078303,4922296.78856077
"120","H-24",1072.42476311564,22862.9289715364,961752.047907455,-1073746.97307852,1172957.80151517
"121","H-25",2905.32259411272,294885.621621871,973325.671683112,-1112743.17928372,8735784.99748372
"122","H-26",1622.2582064387,148718.465801988,982370.982742661,-1144786.21156361,2780440.15415971
"123","I-01",271.372359240257,13140.4566782858,936471.36766554,-813302.414168396,86783.4140379086
"124","I-02",622.842281472554,7931.11764476702,928442.150680287,-776446.757316596,395863.625234703
"125","I-03",865.47266045578,30406.2084389315,920945.934448735,-739945.573319876,779449.134435337
"126","I-04",365.831417629395,11421.6924049462,914356.316773454,-703308.60179883,145254.318529679
"127","I-05",322.259532241424,7838.00901811421,908286.593584948,-666271.748160041,111689.215138576
"128","I-06",157.228062913458,1287.4751992098,902112.585053315,-629257.637207688,26008.1389667281
"129","I-07",206.102567871889,535.640183507031,895881.662498679,-592935.179486137,43013.9086668938
"130","I-08",396.119747223352,4206.15568657714,890284.497523891,-555832.326770037,161117.009826869
"131","I-09",485.22380115306,3063.43134365209,886310.615782222,-519255.468415648,238505.568549076
"132","I-10",851.964968354501,14931.1892554338,881545.761324716,-482629.099246124,740775.496558719
"133","I-11",833.763792691759,15391.4678277432,876192.172599677,-445349.404652274,710553.52983149
"134","I-12",630.401585874151,7666.99878874929,872810.881141471,-409060.884162801,405073.158261394
"135","I-13",329.15402637853,1585.35475328504,869702.092801165,-372318.085736329,109927.727834483
"136","I-14",172.014041518169,901.281709304106,866041.418423213,-334911.021951398,30490.1121887186
"137","I-15",27.6523462453353,32.5671325139042,862434.767307676,-298596.776182157,797.219385385814
"138","I-16",6.1466869557595,8.53300952475526,858790.195771906,-259303.366004769,46.3147700568593
"139","I-18",495.221289011978,7066.00244674306,944148.234136344,-850361.620459345,252310.127537428
"140","I-19",318.489205573261,3864.32443760474,952322.953738831,-887040.589463007,105299.698504292
"141","I-20",1562.08828272677,107550.253274394,960753.911283153,-923045.253108541,2547670.05630665
"142","I-21",1296.08435633701,55210.5176264121,969061.183121519,-958894.144427246,1735045.17636793
"143","I-22",8224.37543171682,12993491.8701608,979044.805924976,-994665.31874238,80633843.111988
"144","I-23",5141.51227353355,1488557.59566586,988729.207347004,-1031259.62399862,27923706.054562
"145","I-24",1290.20338152206,96820.6960835186,998866.7153884,-1067894.51573385,1761445.46177447
"146","I-25",1672.64955717413,58839.9226851412,1008781.41649073,-1103871.06869205,2856596.46379996
"147","I-26",1510.01029293903,43284.1151663844,1019085.04614255,-1137684.30752927,2323415.1999482
"148","J-01",311.003877984064,2530.76445191209,972895.221546527,-808004.795825061,99254.1765730385
"149","J-02",274.155165154569,2705.71100418116,965526.903605092,-771307.668278627,77866.76558511
"150","J-03",285.903882951899,5673.04541108827,957508.746670014,-733913.54793513,87414.0756980612
"151","J-04",98.7389722713767,262.551730829101,951224.863301672,-698007.613159022,10011.9363760368
"152","J-05",83.9894861294469,277.053146178356,945536.924688476,-659973.206579083,7331.2869264669
"153","J-06",87.3277879046229,596.864476524873,939058.408345504,-623203.272517731,8223.00701683968
"154","J-07",126.397105911304,768.932622594621,932901.32643031,-588161.069748872,16745.1610053479
"155","J-08",251.815412964206,1510.7862995703,926835.199703736,-550587.326709327,64921.7885059041
"156","J-09",389.490856407964,6760.28200310882,923479.58165013,-514252.611957596,158463.409228518
"157","J-10",256.637623870261,3271.47568870888,917819.701861889,-477299.212186656,69134.3456744823
"158","J-11",288.248172596602,1777.53025467669,912504.718816095,-440272.226331252,84864.539259957
"159","J-12",464.155070449273,5959.51146473993,909099.652377482,-403127.182567711,221399.440888509
"160","J-13",332.91349512249,6162.90518591044,906266.624618141,-365668.165472314,116994.300420583
"161","J-14",209.991118924046,3142.49446693686,903580.649523604,-330059.626126823,47238.7644939098
"162","J-15",34.1388354756224,202.433390782961,898749.865301193,-292579.708526897,1367.89347841458
"163","J-16",4.56650268707282,5.53880838032079,896170.852414452,-254579.759795044,26.3917551713641
"164","J-18",240.223237205921,1449.15470418683,981158.308822492,-844267.169536333,59156.3583978791
"165","J-19",368.268745044946,7405.0684945888,989049.51396377,-880823.652668376,143026.937071568
"166","J-20",525.755542711949,32402.882704504,997510.268677082,-917136.879791532,308821.77339684
"167","J-21",1322.41574492942,160049.81157422,1006432.37616627,-953560.005753299,1908833.21401146
"168","J-22",3413.14900350876,610644.361570892,1015585.55030391,-989553.375313907,12260230.4817237
"169","J-23",3752.95853331948,744037.81762415,1025519.87717823,-1025458.32027546,14828735.5704397
"170","J-24",4014.67464695761,1422437.32598076,1035555.47306346,-1062240.66253778,17540049.846905
"171","J-25",1020.84246969313,16776.4838154416,1045407.22330613,-1097407.99482874,1058895.83174461
"172","J-26",1321.88262582549,35300.4118058829,1055917.14361649,-1131685.28468762,1782674.08826518
"173","K-01",108.399854530666,611.81631934957,1009655.96978861,-802149.719374978,12362.3447816191
"174","K-02",48.8363251795676,84.9762630937942,1002292.56955716,-765126.093854922,2469.96292013826
"175","K-03",35.5975993399324,71.2832555550565,994828.642807568,-728794.937876506,1338.47233432141
"176","K-04",28.118808927036,53.8480812686403,987733.674926446,-692485.877660424,844.515496743801
"177","K-05",60.3708738842046,163.724050866931,982143.2197826,-655690.685283338,3808.36646440947
"178","K-06",47.2144347794312,189.805039008008,975947.046713574,-618558.716655269,2419.00789054917
"179","K-07",104.131434428644,1012.88780639259,969846.073979274,-582111.541944234,11856.2434425596
"180","K-08",215.648607673099,4869.49793469966,964206.048541067,-545091.789494998,51373.8199260457
"181","K-09",60.8872594587761,378.958536949209,959220.564647324,-507529.830131136,4086.21690134952
"182","K-10",141.3772392865,1229.33808745925,953024.11330801,-469071.083303196,21216.8618757317
"183","K-11",38.8154753441362,121.474278240658,940403.971573947,-439099.613099791,1628.11540443191
"184","K-12",25.9553867523537,106.048552080671,942637.760103806,-395157.538552282,779.730653544929
"185","K-13",59.5196393275946,380.156664226791,935884.58252375,-351606.448377339,3922.74412991374
"186","K-14",3.19546891518829,4.64414624834076,939731.121403845,-323672.414519329,14.8551678362754
"187","K-18",289.701795997202,2736.38886643246,1017960.58624774,-838241.240032702,86663.5194704368
"188","K-19",176.308069875626,1274.2389385134,1025928.00352259,-875210.803608708,32358.7744417819
"189","K-20",259.611952138089,4685.72952893959,1034750.96313988,-910223.323261112,72084.0952218891
"190","K-21",489.305402707781,49479.2487733213,1043157.86492259,-946966.501239421,288899.025892345
"191","K-22",901.598438105888,72842.1748132556,1052787.91988085,-983066.237648642,885721.918408233
"192","K-23",1822.05675498124,359287.234001585,1062167.53606938,-1018272.47318973,3679178.05237434
"193","K-24",729.374598963904,16255.714846244,1072583.54816931,-1054973.88687474,548243.02046
"194","K-25",1200.42798236507,53418.9095345676,1082290.52949638,-1090409.6254876,1494446.25037963
"195","K-26",1277.47683363822,20545.5461641683,1092083.80058957,-1125951.99815668,1652492.60664649
"196","K-27",1255.84889690412,90700.2243576215,1106173.47106005,-1166471.41142423,1667856.67621293
"197","L-01",14.5767697197488,25.1860850353845,1046720.8417709,-796171.106017364,237.668300497969
"198","L-02",9.03715134133957,9.02811751822306,1039206.96608933,-759555.940114571,90.6982218844986
"199","L-03",11.9687382758845,47.9488231549403,1031347.03058753,-722650.162174455,191.199519071563
"200","L-04",8.20494944539665,32.304616481636,1024494.48198536,-686362.484154984,99.6258118831508
"201","L-05",20.3571927243188,86.1462914679282,1018876.86988141,-650510.39212679,500.561587082986
"202","L-06",12.0082378274656,61.9245877506883,1013009.11150406,-613228.109857408,206.122363471664
"203","L-07",20.0253546042824,84.0525294769458,1006397.17405763,-576331.547772318,485.067356504201
"204","L-08",6.23570726734221,15.6601438429729,1000657.47788262,-538972.495993729,54.5441889669573
"205","L-09",7.8202378138081,12.2428144162915,994476.022806488,-502346.415754952,73.3989338808057
"206","L-18",29.9889559250993,63.5607426112084,1054622.5943074,-831659.738413851,962.898220088757
"207","L-19",57.7089150397982,169.19638849465,1062477.74055144,-868793.715879048,3499.5152635653
"208","L-20",107.1146611277,588.84856146123,1071129.66331099,-904375.447312514,12062.3991899633
"209","L-21",112.739273489628,1713.21397200207,1080204.02953033,-940877.949749826,14423.3577589712
"210","L-22",210.836361483354,4451.96686602081,1089212.65588504,-977106.955494649,48903.9381895604
"211","L-23",766.223433709283,27629.3080624172,1099568.27550052,-1012539.60528549,614727.658427661
"212","L-24",1867.32287674326,172981.324086838,1109666.14898709,-1048767.33829025,3659876.05009557
"213","L-25",703.635897539631,18349.6548307232,1119106.00077955,-1083738.43935701,513453.131137126
"214","L-26",3294.1635065857,250734.139418961,1129975.20034165,-1119004.26379779,11102247.34754
"215","L-27",3313.59351975932,443121.286191133,1141331.55677521,-1154492.4083672,11423023.3003821
"216","L-28",997.462290610249,26565.742343696,1158124.34101939,-1188472.06422962,1021496.76353314
"217","L-29",1747.78472460116,43531.4167337883,1164361.78000258,-1224279.55163273,3098282.86028294
"218","L-30",2424.64030425674,52053.1845233103,1176420.55711491,-1260270.97014876,5930933.7895495
"219","L-31",2399.72894838339,77051.2665304365,1188917.75523298,-1294970.06221603,5835750.29223969
"220","M-01",2.28168607501188,1.52511904801562,1083366.2549392,-789615.515707492,6.73121039291872
"221","M-02",1.91697794011604,1.53306362024303,1075873.39266183,-752859.900627721,5.20786804313457
"222","M-03",0,0,1068363.14963252,-716477.580316997,0
"223","M-04",0.0208756304048964,0.000435791944801836,1061594.94640331,-679919.016715852,0.000871583889603672
"224","M-05",1.45083483075173,2.10492170612239,1056293.2883406,-643977.74754569,4.20984341224478
"225","M-06",0,0,1049049.40562778,-607649.113634915,0
"226","M-07",1.41612391608042,1.76517353001567,1043240.38809973,-570423.307328939,3.7705804757106
"227","M-08",0.0327790605126768,0.00107446680809373,1036540.24358234,-533785.976230322,0.00214893361618746
"228","M-18",6.28578992731663,9.07380079813384,1091377.96189697,-825740.038151913,48.5849558084891
"229","M-19",17.1233746387891,41.1119596670829,1099672.79030677,-862007.258450826,334.321918687409
"230","M-20",73.9617479768083,184.595891032116,1108259.80376549,-898247.95450237,5654.93605481702
"231","M-21",75.5369095167384,623.776989281704,1117083.30761627,-934215.01254318,6329.60168862162
"232","M-22",60.0938175154266,285.475775027623,1125923.30637823,-970183.186474095,3896.74267860502
"233","M-23",525.489807414117,15801.5836720394,1136360.18177532,-1006201.59546424,291941.121368165
"234","M-24",556.833230940175,28680.573135868,1146590.83427999,-1042400.81125018,338743.820215142
"235","M-25",759.554695736634,27684.0523512255,1156602.87909031,-1077748.17311757,604607.388166796
"236","M-26",1464.43966125431,96925.1627750002,1166718.34936954,-1112729.95060469,2241508.68422963
"237","M-27",2826.53218214306,599063.743671909,1178664.18892532,-1148447.61098278,8588347.92036233
"238","M-28",2876.14572557257,198626.738608406,1189488.73715077,-1182748.45921498,8470840.97333776
"239","M-29",3854.64873396948,184224.458438363,1202256.78277285,-1222481.59527104,15042541.3207309
"240","M-30",4990.978542505,363826.508826552,1213373.87337949,-1254076.80425973,25273693.3205719
"241","M-31",3694.86956068031,88715.8270544359,1224863.59135051,-1288614.20083159,13740776.8974963
"242","M-32",2396.02191524801,23697.1896730417,1238044.48091871,-1322172.13513848,5764618.2080218
"243","N-01",0.553414576471582,0.186714323293092,1119780.92087185,-783782.508311967,0.492982016744313
"244","N-02",0,0,1112470.82184479,-746937.118526545,0
"245","N-03",0,0,1105565.81152154,-710497.609334957,0
"246","N-04",0.801750767115134,0.642804292569706,1098108.61252545,-674086.134844642,1.28560858513941
"247","N-05",0,0,1091778.63657886,-638324.54858616,0
"248","N-06",0,0,1085718.7395444,-601392.869175868,0
"249","N-07",0,0,1079599.19210563,-565201.638405519,0
"250","N-18",2.24489856808871,1.51495866491388,1128348.75508827,-819293.215951021,6.55452824592063
"251","N-19",15.5889184849498,25.4659759177095,1136784.46365412,-856586.199582742,268.480355448118
"252","N-20",47.1763223166835,229.174318531395,1145024.07178737,-891269.423565841,2454.77970585901
"253","N-21",31.9399800277597,126.290186011664,1153850.61745593,-928281.996367372,1146.45251018536
"254","N-22",83.1039276727674,957.276949210151,1162643.08950109,-963624.705545415,7863.53974385071
"255","N-23",81.089939064309,600.631492612698,1173095.96072003,-999241.600674713,7176.20971006605
"256","N-24",297.709441225973,14783.7349552898,1182691.91705051,-1035669.47970838,103414.646350371
"257","N-25",1012.07414906488,234692.573509996,1193295.98775631,-1071127.58122721,1258986.65671541
"258","N-26",771.91072873021,32279.9018031084,1203556.81491886,-1106484.23424438,628126.074931912
"259","N-27",943.959427963916,169139.649563356,1214523.35379392,-1140914.38898288,1060199.05120532
"260","N-28",2689.82513488867,443500.33802029,1226069.46068188,-1176740.35405877,7678659.59429916
"261","N-29",2458.31409496128,1939744.98763576,1237733.44552081,-1211898.77172853,7983053.17712106
"262","N-30",1299.17117443852,27375.0634366252,1250095.15521984,-1245652.77639303,1715220.8039286
"263","N-31",4745.95852637698,276267.487703928,1262719.84821393,-1281464.22438066,22800389.8217943
"264","O-01",0.583692922493623,0.340697427769146,1156717.78523228,-777570.64969766,0.681394855538293
"265","O-02",0.456649568162285,0.208528828102801,1148138.09882147,-740976.41418862,0.417057656205602
"266","O-03",0.00133570078282885,1.7840965812496e-06,1141408.35263945,-704858.873958851,3.56819316249921e-06
"267","O-04",0,0,1131670.81022782,-668011.54334359,0
"268","O-18",0.511589025505953,0.218193836120727,1164945.17579299,-814179.764367218,0.479917167138858
"269","O-19",10.2678455792483,29.2742964996018,1173297.22734653,-849802.55322225,134.70294933889
"270","O-20",41.2127859459351,259.874801100751,1181817.01305731,-885410.736135354,1958.36852652622
"271","O-21",15.6091577355365,17.835733568514,1190511.27367875,-921454.955651138,261.481538781373
"272","O-22",68.0748917754764,651.014034489073,1199944.86914055,-957552.513326684,5285.20492473189
"273","O-23",67.8105576093963,636.480250866642,1209735.50098254,-993070.682996743,5234.7519741639
"274","O-24",161.490737678324,1574.11762417311,1219836.86363295,-1029170.19230586,27653.3759800625
"275","O-25",558.959227645485,58443.3208037362,1230652.33426477,-1065471.78481316,370878.738973773
"276","O-26",3031.74022791599,6875985.75626912,1240432.63427592,-1099004.93906346,16067434.5658332
"277","O-27",453.511106849527,4618.36052189174,1250099.88632041,-1130722.3294466,210290.684557775
"278","O-28",617.382317150865,4990.93642797176,1261557.49475145,-1165891.75247128,386151.861958544
"279","O-29",895.183020097925,26477.3900019141,1275812.04057006,-1205917.63848367,827830.029473555
"280","O-30",1305.98109496236,39617.8997446018,1288123.32303515,-1241478.54017288,1745204.52014368
"281","O-31",6704.54838798181,663437.380617069,1299913.82958171,-1273150.58239947,45614406.4674065
"282","P-01",0.872969744554846,0.762076174908153,1193544.04341297,-771852.804551926,1.52415234981631
"283","P-18",2.68113454987296,1.50204596428907,1201701.16041905,-807837.493388054,8.69052843881157
"284","P-19",1.54708052137132,1.34967491224631,1209794.13903463,-844060.219815967,3.74313305185288
"285","P-20",17.4290579667455,23.0763255171979,1218643.72049301,-878947.57080531,326.848387125371
"286","P-21",14.5545658799818,29.3546827347165,1227362.47638539,-914717.363239046,241.190070689446
"287","P-22",28.7954485138465,146.156374689819,1236366.66554344,-951176.535679454,975.334229803403
"288","P-23",7.5000234283062,5.79707800276912,1246351.61940225,-986413.13046909,62.0474294279111
"289","P-24",40.9267729235859,195.4531890925,1256275.8542905,-1021880.33717727,1870.45393103127
"290","P-25",104.096800624033,1060.30711947094,1267699.11932151,-1057131.83441873,11896.4510196307
"291","P-26",2189.28046240608,3099856.00090082,1277648.47184715,-1091982.49718771,7892804.9439738
"292","P-27",244.749374205006,2508.59774718542,1288542.64569729,-1126807.15627894,62410.8539209276
"293","P-28",453.708340004571,2661.48241069609,1299729.9744961,-1161940.57602461,208512.740200399
"294","P-29",857.311161057741,37802.5088291992,1311806.83479919,-1197044.80449616,772784.935703371
"295","P-30",1303.6645888195,41598.4709846843,1326292.70034161,-1237741.74540042,1741139.83112659
"296","P-31",1146.50127273429,26753.2767530395,1335846.89874506,-1264539.99668702,1341218.44513438
"297","P-32",3074.90813212294,220689.619133248,1349471.82326161,-1300329.86420201,9675749.64012904
"298","Q-01",0,0,1229671.40838825,-763299.691118576,0
"299","Q-02",0.393755302438217,0.155043238198212,1222706.0302798,-726284.620199463,0.310086476396424
"300","Q-18",0.0188136771341208,0.000262548509235144,1237661.90141494,-800803.347041246,0.000616502956542083
"301","Q-19",7.24218106529913,13.7668218335339,1245817.09522645,-835593.207291703,66.2160084161111
"302","Q-20",5.84739356115326,4.64594227152233,1254687.89793383,-873100.175331912,38.8379537305389
"303","Q-21",19.7446984079001,139.941692937201,1263455.75129594,-907034.795262793,529.794808156133
"304","Q-22",16.1141813993236,106.754623918025,1273467.68145397,-943827.639292333,366.421466088333
"305","Q-23",0,0,1283789.83978567,-981804.130902519,0
"306","Q-25",13.9429342449661,60.5722817570627,1302984.01180789,-1052913.68999144,254.977697116512
"307","Q-26",211.448769753079,2805.20789819832,1315572.53075691,-1088116.99126276,47515.7901282888
